Library,pathway,ES,NES,NOM p-val,FDR q-val,Lead_genes
GO-BP,Regulation Of Anoikis (GO:2000209),-0.4084349532124796,-1.1644291307048689,0.26545454545454544,0.8486854736639642,NOTCH1;SNAI2;PDK4;PIK3R3
Reactome,Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803,-0.34879672956500585,-1.009283235752427,0.44665461121157324,0.8490855798323064,FOXO3;CDK5;LMNA;BCL2L11;CAPN2;ERC2
KEGG,Spinocerebellar ataxia,0.19273795740950325,0.8634408806947107,0.8227513227513228,0.8491291173356029,GRIN2D;PPIF;PRKCB;PSMD13;OPA1;RBPJ;ITPR1;GRM1;PSMD2;BECN1;PLCB2;PSMD14;MAPK10;MAPK9;PSMD6;KCNC3;ATP2A2;PSMD7;ITPR3;TWNK;PLCB1;PSMA1;PIK3R2;ULK2;PSMD11;VLDLR
KEGG,Endocrine and other factor-regulated calcium reabsorption,0.2441330260042366,0.8539700393999257,0.6941964285714286,0.8501989804248546,PRKCB;ATP1B4;PLCB2;ATP1B3;ATP2B1;VDR;ATP1A1;PRKACA;PLCB1
Reactome,"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",0.3070426676936806,0.9115806261296977,0.5723981900452488,0.8504373077860712,YWHAB;TNPO1;ZFP36;EXOSC2;EXOSC7;EXOSC5;EXOSC9;EXOSC8
Reactome,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,0.1766235864953938,0.9108032802510342,0.8303249097472925,0.8506077755595693,NCF2;CYBB;UBA1;PJA1;KLHL5;SKP2;ERAP2;PSMD13;FBXL13;LONRF1;CTSS;SAR1B;CTSV;RNF144B;VAMP3;KLHL42;UBE2A;TRIM21;FBXL20;TLR2;PSMD2;UBA7;RNF19B;ASB11;BECN1;PSMD14;ASB1;TAPBP;PSMD10;PSMD6;FBXO21;PSMF1;KCTD6;KLHL2;HECTD3;UBE2M;KLHL11;S100A9;THOP1;IKBKG;NCF1;RNF7;CALR;UBE2V2;ASB6;STX4;ASB16;ANAPC10;ANAPC7;PSMD7;KLHL25;CHUK;CANX;UBA5;RBBP6;DTX3L;FBXL4;PSMA1;FBXW9;UBE2B;SPSB2;ASB18;CUL2;UBE2J1;PSMD11;UFL1;KLHL3;VHL;BTBD1;NEDD4L;TRIM11;FBXO41;ITGAV;PDIA3;UBE2F;ASB8;RNF126;BLMH;CDC27;PSME1;UBE2G2;PSMA4;UBE2O;RNF123;CDC20;FCGR1A;PRKN;HLA-C;UBE3C;UBOX5;FBXO9;FBXO32
GO-BP,Regulation Of Transforming Growth Factor Beta Production (GO:0071634),0.32513144958013995,0.8694115241288463,0.6075156576200418,0.8511596793529963,HIF1A;PTGS2
Reactome,Transcriptional Regulation By TP53 R-HSA-3700989,0.1770756382429381,0.9119638579569106,0.782608695652174,0.8512564317421298,USP2;STEAP3;TNFRSF10B;PLK3;BID;YWHAB;RBBP7;RGCC;BRIP1;PMAIP1;RBL1;RAD51D;GTF2H3;GSR;TOPBP1;TP53RK;PRKAG2;FOS;YWHAE;BRPF3;SCO1;CCNK;E2F1;TXNRD1;YWHAZ;BCL6;PPP2R1B;CTDP1;CENPJ;TNFRSF10A;GATAD2A;CCNA2;ERCC2;TFDP1;YWHAG;MAPKAP1;FANCI;COX5A;POLR1A;CASP1;PIP4K2A;RAD50;YWHAQ;STK11;TP53;FANCD2;RBBP8;ATRIP;CDK2;TACO1;E2F7;RMI2;TP73;RBL2;RABGGTB;CNOT3;RFC5;LAMTOR4;NOC2L;TNFRSF10C;CASP2;RFC3;ING3;TAF11;AIFM2;CHEK2;CDKN2A;POLR2F;TAF6;APAF1;YWHAH;RRM2B;MRE11;CYCS;SUPT5H;SSRP1;CASP6;TNFRSF10D;MDM2;PIP4K2C;CHD4;KMT5A;TAF15;CHEK1;PRKAA1;SGK1;CNOT10;KAT5;UBC;ELL;CCNE2;TAF3;POLR2G;PPP1R13L;PPP2CA;TAF9;GADD45A;SCO2;TAF1L
GO-BP,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",-0.36133440176138854,-1.1614838038915647,0.24825174825174826,0.851355450934796,RPS19;RPS14;LOC102724159;RPS16;RPS21;RPS8
Reactome,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,0.21500736339752008,0.9097701511198384,0.6732673267326733,0.8514660908408757,STON1;REPS2;M6PR;LDLR;TGOLN2;SH3KBP1;VAMP3;NLRP3;TFRC
GO-BP,Regulation Of Protein Kinase A Signaling (GO:0010738),-0.47327823978412936,-1.1602995868703965,0.2618595825426945,0.8516050481689815,AKAP7;AKAP6;AKAP12;PJA2
GO-BP,Regulation Of Cell Junction Assembly (GO:1901888),0.28130774758731464,0.8688527315463326,0.6474820143884892,0.851695319275563,FLOT1;PRKCH;ROCK2;PRKACA;F11R;CLDN19;RAP1B;ROCK1;SNAI1;RAP2A;MYO1C
GO-BP,Positive Regulation Of Macrophage Migration (GO:1905523),0.30855265998470116,0.8694419336626028,0.650319829424307,0.8517447038152958,CSF1;RARRES2;CCL5;CCL3
Reactome,Sensory Perception R-HSA-9709957,0.18757563982676842,0.908217279810953,0.7404129793510325,0.851818450659278,LRP8;SDC4;LDLR;MYH9;GRM1;METAP2;CNGB1;OR51L1;OR2A5;EPB41L3;PLCB2;EPB41L1;RDH11;OR52K1;OR1I1;ATP2B1;NMT2;CACNB2;SDC1;HSD17B1;TRIOBP;REEP1;KCNMB1;CALM1;AKR1C3;RNF7;OR4K2;OR2A25;CYP4V2;TWF2;OR7G2;OR10A2;ITPR3;OR51M1;RDH10;OR11G2;OR52K2;RETSAT;OR10G3;GPC4;MSN;OR4D9;CAPZA1;OR7A17;GUCA1B;OR2A12
GO-BP,Regulation Of Extracellular Matrix Disassembly (GO:0010715),-0.4800849769808535,-1.1607705404208941,0.27169811320754716,0.8519444390361355,PDPN;MELTF;DDR2;CST3;CLASP1
GO-BP,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),-0.3894015266384201,-1.1623345646872667,0.2563176895306859,0.8523179292569855,NOTCH1;PRLR;CYP1B1;PTK2B;KIT;TNF
GO-BP,Cardiac Muscle Contraction (GO:0060048),-0.404992660866047,-1.1567441189007084,0.26258992805755393,0.8523203960792545,SLC8A1;SCN5A;MYBPC3;KCNE5;GRK2;KCNQ1
Reactome,G Beta:Gamma Signaling Thru CDC42 R-HSA-8964616,-0.37362626442050495,-1.003082221013834,0.44074074074074077,0.8524407288615741,GNG11;GNG10;GNG5;GNG12;PKN1;GNB2;GNB1;GNGT2;GNG7
GO-BP,Rescue Of Stalled Ribosome (GO:0072344),-0.40225605549116283,-1.1561210735769625,0.2902097902097902,0.85254262515065,RACK1;PELO;TRIP4;KLHDC10;ANKZF1;RCHY1;TCF25
Reactome,Glycogen Breakdown (Glycogenolysis) R-HSA-70221,0.33818215653958766,0.9086000725439793,0.593607305936073,0.8526284482518662,PYGB;CALM1;PYGL;PGM1
GO-BP,Positive Regulation Of Cell Junction Assembly (GO:1901890),-0.3456437841280843,-1.1549115309701756,0.2508833922261484,0.85264182653867,CLSTN3;FERMT2;THY1;EPHB3;SFRP1;GHRL;COL16A1;CNTNAP2;EPHA2;SLITRK4;CLSTN2;SYNDIG1
GO-BP,Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903426),-0.4090948778531053,-1.1615415354133067,0.2643884892086331,0.8531847600863657,TLR4;TLR6;PLCG2;SLC18A2;ABCD1;CYBA
GO-BP,Regulation Of Filopodium Assembly (GO:0051489),-0.3451911436078415,-1.1552202442568635,0.2486865148861646,0.8535320374896559,TGFB3;DPYSL3;CCR7;CLU;FNBP1L;RIPOR2;CAPZB;BCAS3;DAAM2;RAB17
GO-BP,sno(s)RNA 3'-End Processing (GO:0031126),0.3517370862565178,0.8675911096450558,0.6303418803418803,0.8536799265147731,PARN;EXOSC10;EXOSC2;EXOSC5;TENT4B
GO-BP,Negative Regulation Of Peptidase Activity (GO:0010466),-0.352377085442136,-1.156895045271042,0.26527050610820246,0.8537988782735685,SERPING1;SERPINI1;ECM1;SERPINH1;SPOCK1;SERPINF1;CRB2;CST3;SERPINE2;CST7
GO-BP,Cellular Response To Estrogen Stimulus (GO:0071391),0.31365141168269556,0.8671293275346197,0.6231884057971014,0.8539538826418658,SERPINB9;TRIM24;SFR1;CRHBP;PELP1
Reactome,Regulation Of RAS By GAPs R-HSA-5658442,-0.26478627527061915,-1.0068079798896525,0.44142614601018676,0.8539611245805732,RASAL3;RBX1;NF1;RPS27A;UBB;UBA52;HRAS;PSME4;PSMB6;SPRED2;RASA3;PSMB3;PSMD5;RASA4;PSMB4
GO-BP,Positive Regulation Of Signal Transduction (GO:0009967),-0.2571069579505891,-1.1624504979330619,0.14285714285714285,0.8539707252765667,LAMC1;GAS6;LAMB2;WLS;IGF1;EVC;IGF2;JAG1;C3;LAMB1;LAMA2;PHIP;JAG2;IL6ST;RSPO3;DISC1;TSPAN14;AXL;LY96;BMP2K;SFRP1;SMARCB1;XBP1;CDC73;PRKD2;PTK2B;GHRL;ENHO;MACF1;ASXL1;RIMS2;CD180;YAP1;ROBO1;P2RY6;HOMER1;BMP6;MGAT5;ASXL2;ERN1;PIH1D1;CYP27B1;NOD2;SPIN1;TTC23;MBD5;RPS3;TM2D3;CHRNA7;GLI1;SULF2;CD74;NEPRO;ZDHHC5;ARNT;BAX;PRKCZ;NLGN3
Reactome,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,-0.25095843123170736,-1.0033809285675055,0.4590690208667737,0.8540816276466995,H2BC14;H2BC12;H2AC6;H2AC14;ABL1;LDB2;H2BC4;H2BC3;RPS27A;H2AJ;UBB;UBA52;PSME4;PSMB6;KMT2A;PSMB3;PSMD5;YAP1
Reactome,Retinoid Metabolism And Transport R-HSA-975634,-0.3081781844177276,-1.0015754169320275,0.4517241379310345,0.8542580945701821,HSPG2;SDC2;GPC6;GPC3;AKR1C1;RBP1;LPL;BCO2
GO-BP,Postsynaptic Membrane Organization (GO:0001941),-0.4426373606861497,-1.1539192817699877,0.2811918063314711,0.8543700109343607,LRRC4;NLGN4Y
GO-BP,Regulation Of DNA Biosynthetic Process (GO:2000278),0.2585383035016541,0.8650348326328676,0.671201814058957,0.8543899969565011,PDGFA;RGCC;JADE1
GO-BP,Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),0.3070483205072614,0.865668185155685,0.6631578947368421,0.8543949078496341,CADM1;SLAMF6;RAET1E;LAMP1;KLRC4;CRTAM;CD226
GO-BP,Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717),0.3070483205072614,0.865668185155685,0.6631578947368421,0.8543949078496341,CADM1;SLAMF6;RAET1E;LAMP1;KLRC4;CRTAM;CD226
GO-BP,Negative Regulation Of Neuron Differentiation (GO:0045665),0.31108662474727833,0.8653326239576455,0.6644144144144144,0.8544392975204155,BMP7;EIF2AK4;CALR
Reactome,FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,-0.3894431425767718,-0.9988528017732775,0.47454545454545455,0.8550853492660658,FOXO3;FOXO4;SMAD4;CDKN1B
GO-BP,tRNA Wobble Uridine Modification (GO:0002098),0.30658063785559525,0.864270762823588,0.6595289079229122,0.8553640308820714,ELP1;ELP4;ELP6;MOCS3
GO-BP,Dopamine Metabolic Process (GO:0042417),0.35733937283646006,0.8633178344150627,0.6346153846153846,0.8553655161017124,MAOA;GCH1;LRTOMT
GO-BP,ATP Metabolic Process (GO:0046034),0.2585903326358107,0.8658283213929878,0.6496519721577726,0.8554115618220456,TGFB1;PRKAG2;ATP5F1B;NUDT2;ALDOA
GO-BP,"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",-0.3820931518820326,-1.1569330519442018,0.28,0.8556905481954554,FZD2;PRICKLE1;DAAM1;SMURF2;FZD6;PRICKLE2;SMURF1;TIAM1;DVL3
GO-BP,Positive Regulation Of Mitochondrial Fission (GO:0090141),0.2894908355884438,0.8637703155178651,0.6490066225165563,0.8557583527885487,DNM1L;MARCHF5;MUL1;VPS35;PRKN;PGAM5;DDHD1;MFF
GO-BP,Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),0.3191772148339108,0.8634279893791041,0.6627634660421545,0.85580155615939,KAT5;KITLG;PRKDC;YTHDF2;PDCD2;PUS7
GO-BP,Neutrophil Activation (GO:0042119),0.31417289357689393,0.8659433411964448,0.643956043956044,0.8558319302752606,CXCL8;PRKCD;CAMP;CCL5
Reactome,Translesion Synthesis By POLH R-HSA-110320,-0.3415992055468956,-0.9993571765813403,0.43278084714548803,0.8559730196708827,POLR1B;RPS27A;UBB;UBA52;SPRTN;RCHY1;POLH;UFD1
Reactome,CD28 Dependent PI3K/Akt Signaling R-HSA-389357,-0.3352238278083145,-1.0035912896637218,0.46153846153846156,0.8559941279545618,THEM4;PIK3R3;CD28;PDPK1;MLST8;RICTOR
GO-BP,Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009),0.3442080193928271,0.8624029013116041,0.6341463414634146,0.8566194371094068,IGF1R;EIF2AK3;PLCB1;PIK3R1;GHR;GIGYF2;TSC2
Reactome,Sphingolipid Metabolism R-HSA-428157,0.2189614968247638,0.9047103337061416,0.6840796019900498,0.8568964599002585,PLPP3;B3GALNT1;ALDH3A2;SPTSSA;GLTP;GM2A;CERS2;DEGS1
GO-BP,Negative Regulation Of Cellular Component Organization (GO:0051129),-0.30433657964713956,-1.1576950845288736,0.20915032679738563,0.8569650494557932,HSPA1A;HSPA1B;TMC8;SCAMP5;DNAJB2;CLU;DNAJA4;CRYAB;SNX33;SVIP;RTEL1;CARMIL1;TNF;BMP6;ULK1
Reactome,Phospholipid Metabolism R-HSA-1483257,0.19108583663896517,0.9051759486882983,0.7327327327327328,0.8574916032471155,MFSD2A;LPIN1;LCLAT1;PLA2G4A;CPNE3;PI4K2B;LPCAT2;MBOAT7;GNPAT;GPAT3;PLA2G2D;MTMR14;PCYT2;SBF2;AGPAT5;RAB14;GPD2;PLEKHA6;TMEM86B;PITPNB;GPD1L;RUFY1;PLAAT3;PIP4K2A;PLA2G4E;OCRL;CLSTN1;PHOSPHO1;PRKCSH;HADHA;GPCPD1;DGAT2;AGPAT3;PIK3R2;MIGA1;PNPLA3;PTDSS2;STARD7;MTMR9;CHPT1;PITPNM1;CHEK2;PIK3CB;PLEKHA5;SYNJ2;AGPAT2;PIP4K2C
GO-BP,Cellular Component Assembly (GO:0022607),-0.26048997841349864,-1.1569976021321862,0.17216642754662842,0.8575117628865015,LAMC1;GAS6;PLS3;CSNK2B;CALD1;CD3E;MTSS2;DPYSL3;EPPK1;BAIAP2L1;ELOB;PARD3;APBA1;ELN;SLC2A1;ACD;NDUFAF1;PARVB;PML;WASF3;TSPAN4;EZR;TOGARAM1;LRRC43;BAIAP2;PTK2B;NLGN4Y;CREBBP;RSPH4A;VMP1;SPAG16;KMT2A;TLCD2;TEAD1;YAP1
Reactome,TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791,-0.3616408453120971,-0.9996116698893354,0.46219931271477666,0.8576745174941588,PARD3;RPS27A;ARHGEF18;UBB;UBA52
GO-BP,Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),0.24502615879850503,0.8606326244024375,0.7033707865168539,0.8577003655525518,SKA1;MAPRE2;PATJ;TRAF3IP1;GAS2L1;MAP6D1;EPHA3;MAPRE1;ROCK1;SKA3;PRKAA1
Reactome,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,-0.2575367369646719,-1.0038518750480356,0.4542483660130719,0.8578296658362358,H2BC14;H2BC12;H2AC6;IGFBP7;H2AC14;H2BC4;H2BC3;RPS27A;H2AJ;UBB;UBA52
GO-BP,Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),0.28706217118852584,0.8606420720020975,0.663594470046083,0.8583322114494618,CAMK2D;BAK1;CCDC47;ATP2A2;WFS1;SELENOK
Reactome,Regulation Of BACH1 Activity R-HSA-9708530,-0.40605125742402515,-1.004539267205953,0.4473684210526316,0.8583566515601857,RBX1;RPS27A;UBB;UBA52
GO-BP,Negative Regulation Of Autophagosome Assembly (GO:1902902),-0.4660343734079679,-1.1577953279558195,0.2727272727272727,0.8586188440528032,PHF23;SCFD1;TMEM39A
GO-BP,Sodium Ion Import Across Plasma Membrane (GO:0098719),0.33767859589826227,0.8610701494416942,0.6347826086956522,0.8587793168093834,SLC12A2;SLC9A7;SLC9A1;SLC9A6
GO-BP,Chromatin Remodeling (GO:0006338),0.17760835655903834,0.860698288039533,0.8594249201277955,0.8588671084662455,DEK;RBBP7;SIRT7;PADI2;ZNF274;MYBBP1A;LIN54;IWS1;HP1BP3;CFDP1;FOXP3;SFPQ;POLE3;CTCF;PHC1;KDM4D;HPF1;DDX23;INO80C;ACTR5;DDX21;GATAD2A;SMARCD3;ACTL6A;SUV39H2;SART3;JARID2;PBRM1;KDM6A;KDM5C;ZBTB1;PSIP1;RNF168;RNF8;MACROH2A1;SMARCC2;BAZ1A;PARP2;DTX3L;MBD2
KEGG,Rheumatoid arthritis,-0.25993354399505586,-1.0119807597492525,0.43569131832797425,0.8593758533746976,HLA-DQA1;TLR4;TGFB3;LTB;HLA-DOA;TNFSF13;CXCL12;ATP6V0D2;HLA-DRB5;HLA-DMA;IL18;HLA-DQA2;CD28;TNF;ATP6V0E1;ATP6AP1;HLA-DRA;HLA-DRB4;ATP6V1E2;FLT1
GO-BP,DNA-templated Transcription Elongation (GO:0006354),0.2658280419230676,0.858612350642066,0.6806930693069307,0.8612090219343619,RTF1;CTDP1;PBRM1;ELP4;CTR9;POLR1E;SUPT5H
GO-BP,Negative Regulation Of Innate Immune Response (GO:0045824),0.22835386280168235,0.8582806056277216,0.7289719626168224,0.861243962298063,TNFAIP3;TRIM21;IRAK3;LYAR;YWHAZ;MUL1;STAT2;VSIG4;YTHDF3;CACTIN;SAMHD1;CR1;PTPN2;ATG12;TTLL12;NLRC3;MYO1C
KEGG,Phototransduction,0.32572605822187195,0.8387059562005912,0.6621923937360179,0.8623461983795158,CNGB1;CALM1;GUCA1B
GO-BP,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),-0.3639250939187075,-1.1510642179919561,0.2601054481546573,0.8626911839582454,TLR4;LTB;THBS1;TLR6;PML;SFRP1;HYAL2;INHBA;TNF;CYLD;HTRA2;TNFSF12;LTBR
Reactome,Expression And Translocation Of Olfactory Receptors R-HSA-9752946,0.21906983255816714,0.8973864212294562,0.6873385012919897,0.8627951765828344,OR51L1;OR2A5;OR52K1;OR1I1;REEP1;OR4K2;OR2A25;OR7G2;OR10A2;OR51M1;OR11G2;OR52K2;OR10G3;OR4D9;OR7A17;OR2A12;OR2AG1;OR2B11;OR10H1;OR10H5;LHX2;OR7E24
GO-BP,Positive Regulation Of RNA Metabolic Process (GO:0051254),0.24891616665753857,0.8565156935214396,0.682741116751269,0.8628705064594895,IL1B;NMD3;SIRT7;HNRNPLL;RELA;WDR43
GO-BP,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),0.27792022675938804,0.8569851052194924,0.683698296836983,0.8631943535942627,IL1B;PKD2;PTGS2;HSP90AA1;CLEC7A;HSP90AB1
GO-BP,Regulation Of Protein Ubiquitination (GO:0031396),0.19517221572889717,0.8553624978914546,0.821608040201005,0.8632787666580617,MALT1;SQSTM1;FKBP1A;GTPBP4;SIRT7;TNFAIP3;XIAP;CTNNB1;CHP1;SOX4;PSMD10;RIPK2;HSP90AA1;FANCI;NDFIP2;HSP90AB1;CENPX;SASH1;SPRY2;DERL1;IVNS1ABP;GNL3L;WFS1;UFL1;BCL10
GO-BP,Cellular Response To Amino Acid Starvation (GO:0034198),0.2321585879638797,0.8566168430577235,0.7164948453608248,0.8633165934982366,SEH1L;EIF2AK4;SH3GLB1;FAS;LARS1;EIF2AK3;NPRL3;IMPACT;RNF167;MAP3K5
GO-BP,mRNA Destabilization (GO:0061157),0.23606587818127356,0.8556252055626901,0.7348314606741573,0.8633818735008321,DND1;ZC3H12A;KHSRP;ROCK2;CPEB3;ZFP36;FTO;YTHDF3;DIS3L2;ROCK1;MEX3D
Reactome,Homology Directed Repair R-HSA-5693538,0.20003785183752135,0.901394405387075,0.7159090909090909,0.8634047559936971,BRIP1;RAD51D;TOPBP1;SIRT6;FEN1;POLD2;BRCC3;CLSPN;PIAS4;POLE3;POLE;ERCC4;CCNA2;RNF168;POLE4;UBE2V2;POLR1A;POLD1;RAD50;RNF8;RBBP8;ATRIP;CDK2;PARP2;SPIDR;RMI2;XRCC2;RFC5;RFC3;XRCC1;TIPIN;H2BC21;MRE11;UBE2I;TIMELESS;CHEK1;GEN1
GO-BP,T Cell Mediated Immunity (GO:0002456),0.3079833790270264,0.8558983784796867,0.6569506726457399,0.8634860917678896,EMP2;CADM1;BTN3A3;CR1;BTN3A2;CD46;CRTAM
Reactome,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,0.2776674513712677,0.8976947402894796,0.6212765957446809,0.8638468036011282,IL1B;NLRP3;RELA;P2RX7;CASP1;HSP90AB1
Reactome,KSRP (KHSRP) Binds And Destabilizes mRNA R-HSA-450604,0.3091851614940918,0.8990516630153353,0.6057268722466961,0.8639823586257152,KHSRP;YWHAZ;PARN;EXOSC2;EXOSC7;EXOSC5;EXOSC9;EXOSC8
Reactome,Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736,0.30866625942965253,0.8981041789813374,0.5912240184757506,0.8645649386083567,GRIN2D;CAMK2D
GO-BP,Negative Regulation Of Cellular Process (GO:0048523),-0.2296543871122879,-1.1095333049295484,0.17437252311756934,0.8653371921078399,HOPX;PDPN;HSPA1A;RACK1;RUNX3;PTPRK;P3H3;CSNK2B;NOTCH1;ETS1;HSPA1B;FBLN1;TGFB3;SH3BP4;TP53INP1;PPP1R13B;PLXND1;MMRN2;H2AC6;AGR2;GJA1;NCK2;THBS1;RARG;SPINT2;PDCD5;IGFBP7;TMIGD3;CBFA2T3;BTBD18;EMILIN1;PTPRU;IGFBP3;PLXNB1;HPGD;CYP1B1;DNAJB2;SESN2;CLU;NOTCH4;LMNA;PPM1D;SLIT2;PML;SFRP1;CBLL1;FOXO4;CRYAB;TXNIP;CCN2;RIPOR2;CDC73;PTK2B;HRAS;HYAL2;CCN4;DCBLD2;COL18A1;RB1;TGFB1I1;JAM2;PROX1;INHBA
GO-BP,Response To Copper Ion (GO:0046688),-0.4613545689988404,-1.1262601836292903,0.31467181467181465,0.8654646187301203,AQP1;LOXL2
Reactome,RHOG GTPase Cycle R-HSA-9013408,0.22137869661165593,0.8991388006122922,0.6818181818181818,0.8655367357234912,ARHGAP32;LBR;PGRMC2;VAMP3;VRK2;VANGL1;ITGB1;TFRC;ELMO2;TMPO;ARHGDIA;RAB7A;LETM1;DOCK5;ERBIN;PRKCSH
KEGG,Epithelial cell signaling in Helicobacter pylori infection,0.21064027369705643,0.839511312649583,0.7710280373831776,0.8655912139956848,ATP6V1B2;ADAM10;MAPK10;RELA;CXCL8;MAPK9;MAP2K4;HBEGF;NFKBIA;IKBKG;PTPN11;F11R;CHUK;ATP6V0A2;CCL5
Reactome,Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,0.21329059587506008,0.8995120791686059,0.6794871794871795,0.8663872144652167,YWHAB;PSMD13;XPO1;PSMD2;HSPB1;KHSRP;PSMD14;PSMD10;YWHAZ;PARN;PRKCD;PSMD6;PSMF1;TNPO1;EIF4G1;ZFP36;PSMD7;SET
GO-BP,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),0.25689659482918287,0.8528621914654922,0.6787330316742082,0.866438776216293,UGGT2;KLHL15;ZYG11B;LONP1;VCP;DERL1;UGGT1
GO-BP,Positive Regulation Of Proteolysis (GO:0045862),0.22658443589621136,0.8525394001260053,0.7401574803149606,0.8664485851022976,TNFRSF1B;IL1B;CTSS;CTSV;ZC3H12A;BAK1
GO-BP,Protein Import Into Nucleus (GO:0006606),0.20405529352389024,0.8534826447856197,0.7819148936170213,0.8664857502217006,IPO5;NUP107;HEATR3;KPNB1;NUP93;TNPO1;NUP188;NUP54;NXT2;STAT3;NUP62;NUP155;APLP2;PPP1R10;STK3;IPO4;IPO7;KPNA6;MMP12;PHB2;SYK;CSE1L;TSC2;SPRN;STK4;TNPO3;BCL3;NXT1
GO-BP,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),-0.31388178305012077,-1.1264434762102296,0.27364864864864863,0.8666717516534824,SDC2;APBB1;PARD3;RAB3A;MAP1B;CDK5;MEF2A;BAIAP2;RB1;MAP1A
GO-BP,Protein Localization (GO:0008104),0.16721988556928735,0.8529831132327806,0.9172185430463576,0.8668379800381427,VCL;EMP2;SQSTM1;CROCC;ACTB;RPGR;KIF3A;STX2;SAR1B;WDR45;SPTSSA;USP9X;RABL2B;ARF6;STX10;STXBP2;VPS33A;BIN3;CTNNB1;RAB14;BBS2;COPZ1;COG7;TIMM50;VPS26C;HSPA9;ARFRP1;CCDC120;ARL4A;REEP1;FCN1;RAB6A;TMED10;SNX27;STX11;STX4;VPS26B;TMED5;AP4B1;HPS6;TIMM17B;TP53;ERBIN;FGF10;ANKS4B;DOC2B;MESD;COPA;ID1;NAPA;NIN;TNS4;TIMM21;RAB31;MAPRE1;RAB29;FLNA;STXBP3;TMED7;NBEAL1;USO1;RAP2A;HOOK2;RAB6B;PEX5;AHI1
KEGG,Pathways of neurodegeneration,0.16149848335167824,0.8336327616827854,0.9787234042553191,0.8669799080450281,C9orf72;GRIN2D;SQSTM1;CYBB;TNFRSF1B;TUBA1C;BID;UBA1;IL1B;PPIF;CSF1;PRKCB;PSMD13;CAMK2D;TUBB4A;UQCRC1;PTGS2;ITPR1;GRM1;BAK1;ATP5F1B;PSMD2;CTNNB1;UBA7;BECN1;PLCB2;PSMD14;MFN1;MAPK10;NDUFS5;FAS;WNT5B;RELA;NDUFB11;MAPK9;NDUFV1;PSMD6;WNT7B;CSNK1E;RAB8A;CALM1;TUBB4B;COX6B2;FZD1;MAP2K3;ATP2A2;DNAH10;COX5A;TANK;CYC1;EIF2AK3;PSMD7;NDUFV3;TRAP1;TUBA1B;ITPR3;PLCB1;TBK1;SDHB;PSMA1;NDUFA6;NRAS;VCP;ULK2;UQCRFS1;TUBB;UBE2J1;DERL1;PSMD11;NDUFS6;SIGMAR1;CASP8;ATP5F1A;PPP3CB;FRAT2;LRRK2;APAF1;AXIN1;CYCS;SNCA;FZD3;PPID;DNAH17;WNT5A;UBE2G2;MAP3K5;PSMA4;ATP5MC3
GO-BP,Notch Signaling Pathway (GO:0007219),-0.3602589798628433,-1.149265176401673,0.2725694444444444,0.8670467494514631,JAG1;NOTCH1;SNAI2;JAG2;NOTCH4;DTX1;HEYL;APH1B;DTX2
GO-BP,Transport Across Blood-Brain Barrier (GO:0150104),-0.28579857944049086,-1.109534543140359,0.2816,0.8670559294784871,SLC38A1;ABCC1;ABCC5;ABCC4;ATP8A1;SLC2A10;SLCO2B1;ABCG2;SLC2A1;SLC6A9;SLC29A1;SLC22A1;LRP3;SLC44A1;SLC7A8;ATP2A3;ATP2B4;INSR;SLC2A3;SLC1A5
Reactome,Phase I - Functionalization Of Compounds R-HSA-211945,0.22747137176451926,0.894967714749829,0.6596306068601583,0.8670675186427949,CYP51A1;MAOA;CYB5B;FDX1;ACSS2;CES1;CYP19A1;CYP27A1;CYP4V2;CYP1A2;HSP90AB1;PTGES3;CYP2C19;ACSS1
